,Age,Gender,Race,Living_area,Income,Bus_usage,Challenges,,,,,,Limited_routes,Inadequate_Service,Highcost,Preferown,Safety_1,Insufficient_info,Carry_items,Disabilities,Overcrowded,Privacy_concernbus,Improvements,,,,,,,Buslanes_2,App_2,Services_2,Hybrid_2,Hours_2,Sharing_2,Loyalty_2,Purpose,,,,,,Work,Education,Medical,Leisure,Shopping,Church,Other,Wait_time,Commute_time,Getting_tostation,Time_spend,Concern_COVID19,Reasons_COVID19,,,Overcrowded,Masks,Socialdistance,Smartphone,Application_used,,,Google,CATS,Other,Satisfaction_CATS,Reasons_CATS,,,Schedule_3,Userfriendly_3,Slow_3,Others_3,Willingness_Uber,Desired_timeline,Ticket_location,Willingness_newapp,Concern_newapp,Willingness_travelapp,Interested_intech,,,,Wait_time,Trip,Privacy,App
109,75orolder,Female,White,Outside,12.5K_45K,Rarely,Limited_routes,,,,,,1,0,0,0,0,0,0,0,0,Privacy,Buslanes,App,Services,Hybrid,Hours,Sharing,Loyalty,1,1,1,1,1,1,1,Leisure,,,,,,0,0,0,1,0,0,0,20_30,10_20,Walk,20_30,veryConcerned,Masks,,,0,1,0,Yes,NA,,,0,0,0,Somewhatsatisfied,Slow,,,0,0,1,0,Yes,1,Website,Yes,Privacy,Verywilling,Wait_time,,,,1,0,0,0
110,65-74,Male,White,East,45K_80K,Week,Inadequate_Service,Insufficient_info,,,,,0,1,0,0,0,1,0,0,0,Thirdparty,Buslanes,App,Services,Hybrid,Hours,Loyalty,,1,1,1,1,1,0,1,Work,Leisure,,,,,1,0,0,0,0,0,0,5_10,5_10,Walk,10_20,Notimportant,Overcrowded,,,1,0,0,Yes,Google,,,1,0,0,Somewhatdissatisfied,Schedule,Slow,,1,0,1,0,Yes,30,NA,Yes,Privacy,Somewhatwilling,Trip,,,,0,1,0,0
111,55-64,Male,Black,East,12.5K_45K,Month,Limited_routes,Safety,Insufficient_info,Overcrowded,,,1,0,0,0,1,1,0,0,1,Privacy,Buslanes,App,Services,Loyalty,,,,1,1,1,0,0,0,1,Medical,Leisure,Shopping,,,,0,0,1,1,1,0,0,20_30,5_10,Anotherbus,30,veryConcerned,Masks,Socialdistance,,0,1,1,Yes,CATS,,,0,1,0,Somewhatsatisfied,Schedule,,,1,0,0,0,Yes,10,CTC,Yes,Privacy,Verywilling,Wait_time,Trip,App,,1,1,0,1
112,55-64,Male,Black,East,12.5K,Rarely,Safety,Overcrowded,,,,,0,0,0,0,1,0,0,0,1,Surveillance,Services,Hours,,,,,,0,0,1,0,1,0,0,Medical,Leisure,Shopping,,,,0,0,1,1,1,0,0,20_30,5_10,NA,10_20,veryConcerned,Overcrowded,Socialdistance,,1,0,1,Yes,Other,,,0,0,1,Somewhatsatisfied,Schedule,,,1,0,0,0,Yes,30,CTC,Yes,Other,Somewhatwilling,Wait_time,,,,1,0,0,0
113,55-64,Male,Black,East,12.5K,Daily,Limited_routes,,,,,,1,0,0,0,0,0,0,0,0,Surveillance,Buslanes,,,,,,,1,0,0,0,0,0,0,Medical,,,,,,0,0,1,0,0,0,0,30,5_10,Walk,30,veryConcerned,Socialdistance,,,0,0,1,Yes,Google,,,1,0,0,Verysatisfied,Schedule,,,1,0,0,0,Yes,1,CTC,Yes,Privacy,Verywilling,Wait_time,,,,1,0,0,0
114,35-44,Female,Black,North,45K_80K,Rarely,Safety,,,,,,0,0,0,0,1,0,0,0,0,Surveillance,Loyalty,,,,,,,0,0,0,0,0,0,1,Leisure,,,,,,0,0,0,1,0,0,0,20_30,20_30,Walk,20_30,veryConcerned,Socialdistance,,,0,0,1,Yes,Google,,,1,0,0,NA,Schedule,,,1,0,0,0,Yes,10,Website,Yes,Privacy,Somewhatunwilling,Privacy,,,,0,0,1,0
115,65-74,Female,Black,East,12.5K,Rarely,Safety,Carry_items,,,,,0,0,0,0,1,0,1,0,0,Surveillance,Buslanes,Hybrid,Hours,Sharing,Loyalty,,,1,0,0,1,1,1,1,Work,Education,Medical,Leisure,Shopping,Church,1,1,1,1,1,0,0,30,5_10,Walk,20_30,veryConcerned,Overcrowded,Masks,,1,1,0,Yes,Google,,,1,0,0,NA,Schedule,,,1,0,0,0,Yes,10,CTC,Yes,Privacy,Verywilling,Trip,,,,0,1,0,0
116,65-74,Female,Black,East,12.5K,Daily,Limited_routes,Insufficient_info,Disabilities,Overcrowded,,,1,0,0,0,0,1,0,1,1,Surveillance,Buslanes,Hybrid,Sharing,Loyalty,,,,1,0,0,1,0,1,1,Medical,Church,,,,,0,0,1,0,0,1,0,20_30,10_20,Walk,20_30,veryConcerned,Masks,,,0,1,0,Yes,CATS,,,0,1,0,Verysatisfied,Schedule,,,1,0,0,0,Yes,30,CTC,Yes,Privacy,Verywilling,Wait_time,,,,1,0,0,0
117,65-74,Female,Black,North,12.5K,Week,Overcrowded,,,,,,0,0,0,0,0,0,0,0,1,Privacy,Hybrid,,,,,,,0,0,0,1,0,0,0,Leisure,Other,,,,,0,0,0,1,0,0,0,5_10,5_10,Walk,10_20,veryConcerned,Overcrowded,,,1,0,0,Yes,Google,,,1,0,0,Verysatisfied,Schedule,,,1,0,0,0,No,10,CTC,Yes,Privacy,Verywilling,Privacy,,,,0,0,1,0
118,65-74,Male,Black,North,12.5K_45K,Daily,Inadequate_Service,,,,,,0,1,0,0,0,0,0,0,0,Surveillance,Buslanes,,,,,,,1,0,0,0,0,0,0,Medical,Church,,,,,0,0,1,0,0,0,0,10_20,5_10,Walk,10_20,UsuallyConcerned,Overcrowded,,,1,0,0,Yes,CATS,,,0,1,0,Verysatisfied,Schedule,,,1,0,0,0,Yes,30,CTC,Yes,Privacy,Verywilling,Wait_time,,,,1,0,0,0
119,55-64,Male,Black,East,12.5K,Never,Safety,Insufficient_info,,,,,0,0,0,0,1,1,0,0,0,Theft,Buslanes,Services,Hybrid,Loyalty,,,,1,0,1,1,0,0,1,Leisure,Shopping,Church,Other,,,0,0,0,1,1,1,0,30,30,Walk,10_20,Notimportant,Overcrowded,Masks,Socialdistance,1,1,1,Yes,Google,,,1,0,0,Verysatisfied,Schedule,,,1,0,0,0,Yes,30,Other,Yes,Needs,Somewhatwilling,Wait_time,Trip,App,,1,1,0,0
120,65-74,Female,Black,South,12.5K,Daily,Limited_routes,Safety,Insufficient_info,Carry_items,,,1,0,0,0,1,1,1,0,0,Privacy,Hours,Sharing,,,,,,0,0,0,0,1,1,0,Medical,Leisure,Shopping,,,,0,0,1,1,1,0,0,20_30,5_10,Walk,20_30,veryConcerned,Overcrowded,,,1,0,0,Yes,NA,,,0,0,0,Somewhatsatisfied,Schedule,,,1,0,0,0,Yes,30,CTC,Yes,Privacy,Verywilling,Wait_time,,,,1,0,0,0
121,45-54,Female,Black,South,12.5K_45K,Daily,Inadequate_Service,,,,,,0,1,0,0,0,0,0,0,0,Thirdparty,Buslanes,Hours,,,,,,1,0,0,0,1,0,0,Work,,,,,,1,0,0,0,0,0,0,NA,5_10,Anotherbus,10_20,Notimportant,Masks,,,0,1,0,Yes,CATS,,,0,1,0,Dissatisfied,Schedule,,,1,0,0,0,Yes,24,MobileApp,Yes,Privacy,Verywilling,Wait_time,,,,1,0,0,0
122,45-54,Male,Black,East,12.5K,Week,Highcost,Insufficient_info,Carry_items,Disabilities,,,0,0,1,0,0,1,1,1,0,Privacy,Buslanes,Services,Hours,Loyalty,,,,1,0,1,0,1,0,1,Medical,,,,,,0,0,1,0,0,0,0,20_30,5_10,Dropoff,30,veryConcerned,Overcrowded,,,1,0,0,Yes,Google,,,1,0,0,NA,Schedule,,,1,0,0,0,Yes,24,Website,Yes,Privacy,Somewhatwilling,Wait_time,Privacy,App,,1,0,1,1
123,75orolder,Male,White,South,80K,Never,Limited_routes,Preferown,Carry_items,,,,1,0,0,1,0,0,1,0,0,Privacy,Services,,,,,,,0,0,1,0,0,0,0,NA,,,,,,0,0,0,0,0,0,0,NA,NA,NA,NA,veryConcerned,Masks,,,0,1,0,Yes,Google,,,1,0,0,NA,Schedule,,,1,0,0,0,Yes,30,NA,Yes,Privacy,Somewhatwilling,App,,,,0,0,0,1
124,55-64,Female,White,South,80K,Never,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Theft,Buslanes,Services,,,,,,1,0,1,0,0,0,0,Leisure,,,,,,0,0,0,1,0,0,0,10_20,10_20,Walk,10_20,Notimportant,Overcrowded,,,1,0,0,Yes,Google,,,1,0,0,NA,Schedule,,,1,0,0,0,Yes,10,MobileApp,Yes,Privacy,Verywilling,Wait_time,,,,1,0,0,0
125,65-74,Male,White,South,80K,Never,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Privacy,Loyalty,,,,,,,0,0,0,0,0,0,1,Leisure,,,,,,0,0,0,1,0,0,0,NA,NA,NA,NA,veryConcerned,Overcrowded,,,1,0,0,Yes,Google,,,1,0,0,NA,Schedule,,,1,0,0,0,No,30,NA,No,Privacy,Verywilling,Wait_time,,,,1,0,0,0
126,75orolder,Female,White,South,45K_80K,Never,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Surveillance,Hours,,,,,,,0,0,0,0,1,0,0,NA,,,,,,0,0,0,0,0,0,0,NA,NA,NA,NA,veryConcerned,Overcrowded,,,1,0,0,Yes,NA,,,0,0,0,NA,Schedule,,,1,0,0,0,Yes,30,NA,Yes,Privacy,Somewhatwilling,Wait_time,,,,1,0,0,0
127,65-74,Female,White,South,80K,Never,Inadequate_Service,Insufficient_info,,,,,0,1,0,0,0,1,0,0,0,Surveillance,Buslanes,Hybrid,,,,,,1,0,0,1,0,0,0,Leisure,,,,,,0,0,0,1,0,0,0,NA,NA,Walk,NA,UsuallyConcerned,Overcrowded,,,1,0,0,Yes,CATS,,,0,1,0,NA,Schedule,,,1,0,0,0,No,30,NA,Yes,Privacy,Somewhatwilling,Wait_time,,,,1,0,0,0
128,65-74,Male,White,South,45K_80K,Never,Limited_routes,Inadequate_Service,Preferown,Insufficient_info,,,1,1,0,1,0,1,0,0,0,Privacy,Buslanes,App,Sharing,Loyalty,,,,1,1,0,0,0,1,1,NA,,,,,,0,0,0,0,0,0,0,NA,10_20,Walk,NA,UsuallyConcerned,Masks,,,0,1,0,Yes,Google,,,1,0,0,NA,Schedule,,,1,0,0,0,Yes,1,MobileApp,Yes,Privacy,Somewhatunwilling,Wait_time,Trip,App,,1,1,0,0
129,75orolder,Female,White,South,80K,Rarely,Limited_routes,Preferown,Safety,Insufficient_info,,,1,0,0,1,1,1,0,0,0,Theft,Buslanes,App,Hybrid,,,,,1,1,0,1,0,0,0,Leisure,,,,,,0,0,0,1,0,0,0,20_30,5_10,Dropoff,10_20,veryConcerned,Masks,,,0,1,0,Yes,NA,,,0,0,0,NA,Schedule,,,1,0,0,0,Yes,1,NA,No,Privacy,Verywilling,Trip,,,,0,1,0,0
130,75orolder,Female,White,South,80K,Never,Insufficient_info,Carry_items,Disabilities,Overcrowded,,,0,0,0,0,0,1,1,1,1,Privacy,Buslanes,App,Services,Hybrid,Hours,Sharing,,1,1,1,1,1,1,0,Medical,,,,,,0,0,1,0,0,0,0,NA,NA,NA,NA,veryConcerned,Overcrowded,Masks,Socialdistance,1,1,1,No,NA,,,0,0,0,NA,Schedule,,,1,0,0,0,Yes,10,NA,Yes,Privacy,Verywilling,Wait_time,,,,1,0,0,0
131,65-74,Female,White,South,45K_80K,Never,Limited_routes,Inadequate_Service,Insufficient_info,Carry_items,Disabilities,Overcrowded,1,1,0,0,0,1,1,1,1,Thirdparty,Buslanes,Loyalty,,,,,,1,0,0,0,0,0,1,Leisure,Shopping,,,,,0,0,0,1,0,0,0,5_10,20_30,Dropoff,NA,UsuallyConcerned,Overcrowded,,,1,0,0,Yes,Google,,,1,0,0,NA,Schedule,,,1,0,0,0,Yes,10,NA,Yes,Needs,Somewhatwilling,App,,,,0,0,0,1
132,65-74,Male,White,South,80K,Rarely,Limited_routes,,,,,,1,0,0,0,0,0,0,0,0,Privacy,Hours,,,,,,,0,0,0,0,1,0,0,Other,,,,,,0,0,0,0,0,0,1,10_20,20_30,Walk,30,Notimportant,Overcrowded,,,1,0,0,Yes,Google,,,1,0,0,NA,Schedule,,,1,0,0,0,Yes,1,NA,Yes,Privacy,Verywilling,App,,,,0,0,0,1
133,75orolder,Male,White,South,80K,Never,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Theft,Services,,,,,,,0,0,1,0,0,0,0,NA,,,,,,0,0,0,0,0,0,0,NA,NA,NA,NA,veryConcerned,Overcrowded,,,1,0,0,Yes,Google,,,1,0,0,NA,Schedule,,,1,0,0,0,No,30,NA,No,Privacy,Verywilling,Wait_time,,,,1,0,0,0
134,75orolder,Female,White,South,45K_80K,Never,Inadequate_Service,Preferown,Insufficient_info,Carry_items,Disabilities,,0,1,0,1,0,1,1,1,0,Theft,App,Services,Hybrid,Hours,Sharing,Loyalty,,0,1,1,1,1,1,1,Other,,,,,,0,0,0,0,0,0,1,NA,NA,NA,NA,Notimportant,Overcrowded,,,1,0,0,Yes,Google,,,1,0,0,NA,Schedule,,,1,0,0,0,Yes,1,NA,Yes,Privacy,Somewhatwilling,App,,,,0,0,0,1
135,75orolder,Male,White,South,45K_80K,Rarely,Safety,,,,,,0,0,0,0,1,0,0,0,0,Theft,Loyalty,,,,,,,0,0,0,0,0,0,1,Leisure,,,,,,0,0,0,1,0,0,0,NA,5_10,Dropoff,20_30,Notimportant,Masks,,,0,1,0,Yes,Google,,,1,0,0,NA,Schedule,,,1,0,0,0,Yes,30,Website,Yes,Privacy,Somewhatwilling,Trip,,,,0,1,0,0
136,65-74,Female,Other,South,80K,Rarely,Limited_routes,Inadequate_Service,Insufficient_info,,,,1,1,0,0,0,1,0,0,0,Privacy,Buslanes,App,Services,,,,,1,1,1,0,0,0,0,Work,Medical,Leisure,Shopping,,,1,0,1,1,0,0,0,20_30,10_20,Dropoff,20_30,veryConcerned,Overcrowded,Masks,,1,1,0,Yes,NA,,,0,0,0,Somewhatdissatisfied,Schedule,Userfriendly,Slow,1,1,1,0,Yes,10,Website,Yes,Privacy,Verywilling,Wait_time,,,,1,0,0,0
137,75orolder,Female,White,South,12.5K_45K,Never,Overcrowded,,,,,,0,0,0,0,0,0,0,0,1,Thirdparty,Buslanes,,,,,,,1,0,0,0,0,0,0,Shopping,,,,,,0,0,0,0,1,0,0,NA,NA,NA,NA,Notimportant,Overcrowded,,,1,0,0,Yes,Google,,,1,0,0,NA,Schedule,,,1,0,0,0,Yes,24,NA,No,Other,Unwilling,Wait_time,,,,1,0,0,0
138,45-54,Female,Black,Outside,12.5K_45K,Rarely,Limited_routes,Safety,,,,,1,0,0,0,1,0,0,0,0,Thirdparty,Buslanes,App,Services,Hybrid,Hours,Sharing,Loyalty,1,1,1,1,1,1,1,Leisure,,,,,,0,0,0,1,0,0,0,30,30,Anotherbus,30,UsuallyConcerned,Overcrowded,,,1,0,0,Yes,Google,,,1,0,0,NA,Schedule,,,1,0,0,0,Yes,30,NA,Yes,Privacy,Verywilling,Wait_time,Trip,Privacy,App,1,1,1,1
139,35-44,Female,Black,South,80K,Rarely,Highcost,Safety,Overcrowded,,,,0,0,1,0,1,0,0,0,1,Privacy,Hours,,,,,,,0,0,0,0,1,0,0,Work,Shopping,,,,,1,0,0,0,1,0,0,10_20,20_30,Walk,20_30,UsuallyConcerned,Masks,,,0,1,0,Yes,NA,,,0,0,0,Somewhatsatisfied,Schedule,,,1,0,0,0,Yes,30,MobileApp,Yes,Trust_inbus,Somewhatwilling,Wait_time,,,,1,0,0,0
140,25-34,Male,Black,East,80K,Rarely,Limited_routes,Highcost,Overcrowded,,,,1,0,1,0,0,0,0,0,1,Privacy,Buslanes,Services,Hybrid,Hours,Sharing,Loyalty,,1,0,1,1,1,1,1,NA,,,,,,0,0,0,0,0,0,0,10_20,10_20,Walk,30,UsuallyConcerned,Overcrowded,Masks,,1,1,0,Yes,Google,,,1,0,0,Somewhatsatisfied,Schedule,,,1,0,0,0,No,10,MobileApp,Yes,Privacy,Somewhatwilling,Wait_time,,,,1,0,0,0
141,25-34,Female,Black,East,80K,Never,Limited_routes,Preferown,Safety,,,,1,0,0,1,1,0,0,0,0,Privacy,App,Services,Hybrid,Sharing,Loyalty,,,0,1,1,1,0,1,1,Work,Leisure,,,,,1,0,0,0,0,0,0,5_10,5_10,Dropoff,10_20,UsuallyConcerned,Socialdistance,,,0,0,1,Yes,Other,,,0,0,1,Somewhatsatisfied,Schedule,,,1,0,0,0,Yes,30,MobileApp,Yes,Privacy,Verywilling,App,,,,0,0,0,1
142,45-54,Male,Native,Outside,12.5K_45K,Never,Limited_routes,Safety,Carry_items,,,,1,0,0,0,1,0,1,0,0,Privacy,Buslanes,App,Services,Hours,Loyalty,,,1,1,1,0,1,0,1,Work,Leisure,Shopping,Church,,,1,0,0,1,1,0,0,20_30,5_10,Walk,30,UsuallyConcerned,Overcrowded,Masks,,1,1,0,Yes,NA,,,0,0,0,Somewhatsatisfied,Schedule,,,1,0,0,0,Yes,1,CTC,Yes,Privacy,Verywilling,Wait_time,,,,1,0,0,0
143,25-34,Male,Asian,West,12.5K_45K,Rarely,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Theft,Hours,,,,,,,0,0,0,0,1,0,0,Leisure,Shopping,,,,,0,0,0,1,1,0,0,30,20_30,Walk,10_20,UsuallyConcerned,Masks,,,0,1,0,Yes,Google,,,1,0,0,NA,Schedule,,,1,0,0,0,Yes,24,MobileApp,Yes,Privacy,Verywilling,Wait_time,App,,,1,0,0,0
144,55-64,Male,Black,North,12.5K,Never,Carry_items,,,,,,0,0,0,0,0,0,1,0,0,Theft,App,Loyalty,,,,,,0,1,0,0,0,0,1,Work,,,,,,1,0,0,0,0,0,0,20_30,30,Dropoff,NA,veryConcerned,Masks,,,0,1,0,Yes,Google,,,1,0,0,Verysatisfied,Schedule,,,1,0,0,0,Yes,30,CTC,Yes,Needs,Verywilling,Trip,,,,0,1,0,0
145,55-64,Female,Black,North,12.5K_45K,Rarely,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Theft,Buslanes,App,Services,Hybrid,Hours,Sharing,Loyalty,1,1,1,1,1,1,1,Education,Medical,,,,,0,1,0,0,0,0,0,20_30,10_20,Anotherbus,20_30,Notimportant,Overcrowded,,,1,0,0,Yes,NA,,,0,0,0,NA,Schedule,,,1,0,0,0,No,30,MobileApp,Yes,Trust_inapp,Verywilling,Trip,,,,0,1,0,0
146,45-54,Female,Black,East,12.5K_45K,Rarely,Limited_routes,Inadequate_Service,,,,,1,1,0,0,0,0,0,0,0,Privacy,Services,,,,,,,0,0,1,0,0,0,0,Work,,,,,,1,0,0,0,0,0,0,10_20,20_30,Anotherbus,20_30,Notimportant,Overcrowded,,,1,0,0,Yes,CATS,,,0,1,0,Somewhatdissatisfied,Schedule,,,1,0,0,0,No,30,TicketMachine,No,Trust_inapp,Somewhatwilling,Trip,Privacy,,,0,1,1,0
147,55-64,Female,Black,North,45K_80K,Rarely,Limited_routes,Highcost,Safety,,,,1,0,1,0,1,0,0,0,0,Privacy,Buslanes,Hours,Loyalty,,,,,1,0,0,0,1,0,1,Work,Leisure,Shopping,Church,,,1,0,0,1,1,0,0,NA,5_10,NA,NA,veryConcerned,Overcrowded,Masks,,1,1,0,Yes,CATS,,,0,1,0,NA,Schedule,Userfriendly,,1,1,0,0,No,10,NA,Yes,Privacy,Verywilling,Wait_time,Trip,Privacy,,1,1,0,0
148,25-34,Male,Black,South,12.5K_45K,Week,Limited_routes,Safety,,,,,1,0,0,0,1,0,0,0,0,Theft,Hours,,,,,,,0,0,0,0,1,0,0,Work,Shopping,,,,,1,0,0,0,0,0,0,10_20,5_10,Walk,20_30,veryConcerned,Overcrowded,,,1,0,0,Yes,Google,,,1,0,0,Dissatisfied,Schedule,,,1,0,0,0,Yes,30,TicketMachine,Yes,Privacy,Verywilling,Privacy,,,,0,0,1,0
149,35-44,Male,Black,North,80K,Rarely,Limited_routes,Inadequate_Service,Preferown,,,,1,1,0,1,0,0,0,0,0,Privacy,Buslanes,App,Services,Hybrid,Hours,Sharing,Loyalty,1,1,1,1,1,1,1,Leisure,,,,,,0,0,0,1,0,0,0,10_20,5_10,Dropoff,20_30,Notimportant,Overcrowded,,,1,0,0,Yes,Other,,,0,0,1,NA,Schedule,,,1,0,0,0,Yes,30,TicketMachine,Yes,Privacy,Verywilling,Wait_time,Trip,App,,1,1,0,0
150,65-74,Male,Black,South,12.5K_45K,Never,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Thirdparty,Buslanes,App,Hybrid,,,,,1,1,0,1,0,0,0,NA,,,,,,0,0,0,0,0,0,0,NA,NA,NA,NA,veryConcerned,Overcrowded,,,1,0,0,Yes,NA,,,0,0,0,NA,Schedule,,,1,0,0,0,No,30,NA,No,Privacy,Verywilling,App,,,,0,0,0,1
151,65-74,Female,Black,North,12.5K_45K,Rarely,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Privacy,Hours,,,,,,,0,0,0,0,1,0,0,Work,,,,,,1,0,0,0,0,0,0,10_20,5_10,Dropoff,20_30,UsuallyConcerned,Socialdistance,,,0,0,1,Yes,NA,,,0,0,0,Somewhatsatisfied,Schedule,,,1,0,0,0,Yes,24,MobileApp,Yes,Privacy,Verywilling,App,,,,0,0,0,1
152,75orolder,Female,Black,North,45K_80K,Daily,Safety,,,,,,0,0,0,0,1,0,0,0,0,Surveillance,Hours,,,,,,,0,0,0,0,1,0,0,Work,,,,,,1,0,0,0,0,0,0,10_20,5_10,Anotherbus,10_20,UsuallyConcerned,Overcrowded,,,1,0,0,No,NA,,,0,0,0,NA,Schedule,,,1,0,0,0,Yes,10,CTC,Yes,Privacy,Somewhatwilling,Privacy,,,,0,0,1,0
153,55-64,Female,Black,West,45K_80K,Rarely,Limited_routes,Safety,Overcrowded,,,,1,0,0,0,1,0,0,0,1,Surveillance,Hours,,,,,,,0,0,0,0,1,0,0,Work,,,,,,1,0,0,0,0,0,0,10_20,5_10,Walk,20_30,UsuallyConcerned,Overcrowded,,,1,0,0,Yes,Google,,,1,0,0,NA,Schedule,,,1,0,0,0,Yes,10,Employer,Yes,Privacy,Somewhatwilling,App,,,,0,0,0,1
154,65-74,Male,Black,Outside,12.5K_45K,Never,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Privacy,Hours,,,,,,,0,0,0,0,1,0,0,Medical,,,,,,0,0,1,0,0,0,0,20_30,10_20,Dropoff,20_30,UsuallyConcerned,Overcrowded,,,1,0,0,Yes,Google,,,1,0,0,NA,Schedule,,,1,0,0,0,Yes,24,MobileApp,Yes,Privacy,Verywilling,App,,,,0,0,0,1
155,75orolder,Female,Black,North,12.5K_45K,Rarely,Limited_routes,Inadequate_Service,Preferown,Safety,,,1,1,0,1,1,0,0,0,0,Theft,App,Services,Hours,Sharing,,,,0,1,1,0,1,1,0,Leisure,,,,,,0,0,0,1,0,0,0,5_10,10_20,Walk,10_20,veryConcerned,Masks,Socialdistance,,0,1,1,Yes,Google,,,1,0,0,NA,Schedule,,,1,0,0,0,Yes,1,TicketMachine,Yes,Privacy,Somewhatwilling,App,,,,0,0,0,1
156,65-74,Female,Black,Outside,45K_80K,Never,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Theft,Buslanes,App,Services,Loyalty,,,,1,1,1,0,0,0,1,Leisure,,,,,,0,0,0,1,0,0,0,NA,NA,Dropoff,20_30,UsuallyConcerned,Overcrowded,,,1,0,0,Yes,Google,,,1,0,0,NA,Schedule,,,1,0,0,0,Yes,1,TicketMachine,Yes,Privacy,Verywilling,Wait_time,App,,,1,0,0,0
157,45-54,Female,Black,East,12.5K,Daily,Limited_routes,Highcost,Safety,Insufficient_info,Carry_items,,1,0,1,0,1,1,1,0,0,Surveillance,Hybrid,Hours,Loyalty,,,,,0,0,0,1,1,0,1,Work,Medical,Shopping,,,,1,0,1,0,1,0,0,10_20,10_20,Anotherbus,30,UsuallyConcerned,Masks,,,0,1,0,Yes,CATS,,,0,1,0,Somewhatsatisfied,Schedule,,,1,0,0,0,No,30,CTC,Yes,Privacy,Somewhatunwilling,Wait_time,,,,1,0,0,0
158,55-64,Female,Black,North,12.5K_45K,Rarely,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Surveillance,Hours,,,,,,,0,0,0,0,1,0,0,Leisure,Shopping,,,,,0,0,0,1,1,0,0,10_20,5_10,Anotherbus,30,veryConcerned,Masks,,,0,1,0,Yes,Google,,,1,0,0,Verysatisfied,Schedule,,,1,0,0,0,No,24,CTC,Yes,Privacy,Somewhatwilling,Wait_time,,,,1,0,0,0
159,45-54,Female,Black,West,12.5K_45K,Never,Safety,,,,,,0,0,0,0,1,0,0,0,0,Surveillance,Buslanes,,,,,,,1,0,0,0,0,0,0,Leisure,Shopping,,,,,0,0,0,1,0,0,0,30,10_20,Dropoff,30,veryConcerned,Masks,,,0,1,0,Yes,Google,,,1,0,0,Dissatisfied,Schedule,,,1,0,0,0,Yes,30,CTC,Yes,Needs,Verywilling,Wait_time,,,,1,0,0,0
160,65-74,Female,Black,East,12.5K,Week,Safety,Insufficient_info,,,,,0,0,0,0,1,1,0,0,0,Surveillance,Services,,,,,,,0,0,0,0,0,0,0,Work,Shopping,,,,,1,0,0,0,0,0,0,20_30,10_20,Walk,10_20,veryConcerned,Masks,,,0,1,0,Yes,Other,,,0,0,1,Dissatisfied,Schedule,,,1,0,0,0,Yes,30,CTC,Yes,Privacy,Somewhatwilling,Wait_time,,,,1,0,0,0
